ID,Education,Experience,Position,Employment Status,Base Salary,Salary + Equity + Bonus,Currency Code,Base in USD,TTP in USD,Hourly Wage,What is your current hourly rate? ,What is the currency of your compensation? (Please use 3 letter format) ,Int't - COLI,US - COLI,Merged COLI,"Adjusted
Base USD",Adjusted TTP USD,Equity,Equity Value,USD salary - current,USD salart - last year,"What is your current annual salary in CAD before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in CAD before taxes this time last year? (Not including bonuses, stock options, or other benefits)","What is your current annual salary in EUR before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in EUR before taxes this time last year? (Not including bonuses, stock options, or other benefits)",What is your local currency?,"What is your current annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes this time last year? (Not including bonuses, stock options, or other benefits)",Will you be receiving a bonus this year?,"If all things went well and you were to receive your full bonus for this year, approximately what would the value be in {{field:7d458495-8fa9-484b-b039-e029a209442d}}? (If you aren't sure feel free to skip)",Company Type,Company Type,Industry,Industry,Team Size,Residence - Country,City of Residence,State of Residence,Residence - Undefined,Residence - Lat,Residence - Long,latlng,Residence - Undef.,Residence - Metro,Residence - Country,Office - Same City,Office - Country,Office - Undefined,Office - Lat,Office - Long,Office - LatLng,Office - Metro,Office - Country Clean,Gender,Under-represented
200,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,132000,132000,USD,"$132,000","$132,000",FALSE,,USD,,107.7,107.7,"$122,563","$122,563",TRUE,3000,132000,120000,,,,,,,,TRUE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,AUSTIN,TX,,30.326374,-97.771258,"30.326374,-97.771258",,"Austin-Round Rock-Georgetown, TX",United States,FALSE,USA,,34.405045,-119.520525,"34.405045,-119.520525","Santa Maria-Santa Barbara, CA",United States,Woman,TRUE
201,Master's Degree,Less than 1 year,Design Researcher,Employed - Full time,54000,54000,USD,"$54,000","$54,000",FALSE,,USD,,102,102,"$52,941","$52,941",FALSE,,54000,50000,,,,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Social Innovation,Administrative & Support Services,5 to 9,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,FALSE,USA,,42.347021,-83.060184,"42.347021,-83.060184","Detroit-Warren-Dearborn, MI",United States,Woman,TRUE
202,Postgraduate,Between 6 and 10 years,Quantitative Researcher,Employed - Full time,208000,256000,USD,"$208,000","$256,000",FALSE,,USD,,,,"$208,000","$256,000",TRUE,800000,208000,196000,,,,,,,,TRUE,48000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,Atherton,CA,,37.450627,-122.199439,"37.450627,-122.199439",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.189396,-121.705327,"37.189396,-121.705327","San Jose-Sunnyvale-Santa Clara, CA",United States,Woman,TRUE
204,Bachelor's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,81000,86000,USD,"$81,000","$86,000",FALSE,,USD,,,,"$81,000","$86,000",FALSE,,81000,76000,,,,,,,,TRUE,5000,Large Enterprise (201+),Large Enterprise (201+),Consumer Product,Retail,2 to 4,USA,Los Angeles,CA,,33.973951,-118.248405,"33.973951,-118.248405",,"Los Angeles-Long Beach-Anaheim, CA",United States,FALSE,USA,,33.68641,-117.66088,"33.68641,-117.66088","Los Angeles-Long Beach-Anaheim, CA",United States,Man,FALSE
211,Bachelor's Degree,More than 10 years,UX Research Manager,Employed - Full time,165000,165000,USD,"$165,000","$165,000",FALSE,,USD,,131,131,"$125,954","$125,954",TRUE,100000,165000,125000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,USA,NYC,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,FALSE,USA,TRUE,37.0902,-95.7129,"37.0902,-95.7129","Coffeyville, KS",United States,Man,TRUE
213,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,150000,150000,USD,"$150,000","$150,000",FALSE,,USD,,131,131,"$114,504","$114,504",FALSE,,150000,145000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,New York City,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,FALSE,USA,,34.421897,-119.707135,"34.421897,-119.707135","Santa Maria-Santa Barbara, CA",United States,Woman,TRUE
214,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Contractor,130000,130000,USD,"$130,000","$130,000",TRUE,75,USD,,,,"$130,000","$130,000",FALSE,,130000,90000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,5 to 9,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,32.724103,-117.170912,"32.724103,-117.170912","San Diego-Chula Vista-Carlsbad, CA",United States,Woman,TRUE
216,Bachelor's Degree,Less than 1 year,UX Researcher,Employed - Contractor,65000,65000,USD,"$65,000","$65,000",FALSE,,USD,,135.3,135.3,"$48,041","$48,041",FALSE,,65000,25000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Medical Technology,Manufacturing,5 to 9,USA,Boston,MA,,42.370567,-71.026964,"42.370567,-71.026964",,"Boston-Cambridge-Newton, MA-NH",United States,FALSE,USA,,42.54933,-71.251725,"42.54933,-71.251725","Boston-Cambridge-Newton, MA-NH",United States,Man,
217,Master's Degree,Between 6 and 10 years,UX Research Manager,Employed - Full time,120000,120000,USD,"$120,000","$120,000",FALSE,,USD,,101.6,101.6,"$118,110","$118,110",FALSE,,120000,84000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,USA,Raleigh,NC,,35.773632,-78.634457,"35.773632,-78.634457",,"Raleigh-Cary, NC",United States,FALSE,USA,,38.911936,-77.016719,"38.911936,-77.016719","Washington-Arlington-Alexandria, DC-VA-MD-WV",United States,Man,TRUE
218,Bachelor's Degree,Between 6 and 10 years,UX Engineer,Employed - Full time,105000,120000,USD,"$105,000","$120,000",FALSE,,USD,,107.7,107.7,"$97,493","$111,421",FALSE,,105000,95000,,,,,,,,TRUE,15000,Large Enterprise (201+),Large Enterprise (201+),Digital Health,Healthcare & Wellness,5 to 9,USA,Austin,TX,,30.326374,-97.771258,"30.326374,-97.771258",,"Austin-Round Rock-Georgetown, TX",United States,FALSE,USA,,40.0583,-74.4057,"40.0583,-74.4057","New York-Newark-Jersey City, NY-NJ-PA",United States,Woman,TRUE
219,"Doctorate (e.g., PhD, EdD)",Less than 1 year,Senior UX Researcher,Employed - Contractor,114400,114400,USD,"$114,400","$114,400",TRUE,55,USD,,107.7,107.7,"$106,221","$106,221",,,114400,,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,5 to 9,USA,Austin,TX,,30.326374,-97.771258,"30.326374,-97.771258",,"Austin-Round Rock-Georgetown, TX",United States,FALSE,USA,,39.760189,-104.996553,"39.760189,-104.996553","Denver-Aurora-Lakewood, CO",United States,Woman,TRUE
220,Bachelor's Degree,Between 6 and 10 years,UX Researcher,Employed - Contractor,125000,125000,USD,"$125,000","$125,000",TRUE,65,USD,,,,"$125,000","$125,000",FALSE,,125000,121000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,,,TRUE,37.0902,-95.7129,"37.0902,-95.7129",TRUE,"Coffeyville, KS",United States,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Woman,TRUE
221,Postgraduate,Between 3 and 6 years,UX Research Lead,Employed - Full time,170000,170000,USD,"$170,000","$170,000",FALSE,,USD,,131,131,"$129,771","$129,771",FALSE,,170000,90100,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,10 to 14,USA,New York,NY,,40.750422,-73.996328,"40.750422,-73.996328",,"New York-Newark-Jersey City, NY-NJ-PA",United States,FALSE,USA,,40.750422,-73.996328,"40.750422,-73.996328","New York-Newark-Jersey City, NY-NJ-PA",United States,Woman,TRUE
222,College Diploma / Certificate,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,124000,124000,USD,"$124,000","$124,000",FALSE,,USD,,129.1,129.1,"$96,050","$96,050",TRUE,10000,124000,110000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,1,USA,Grass Valley,CA,,39.196288,-120.95855,"39.196288,-120.95855",,"Truckee-Grass Valley, CA",United States,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Woman,FALSE
223,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,111000,122100,USD,"$111,000","$122,100",FALSE,,USD,,,,"$111,000","$122,100",TRUE,40000,111000,110000,,,,,,,,TRUE,11100,Large Enterprise (201+),Large Enterprise (201+),Social Media,"Arts, Entertainment, and Recreation",15+,USA,Alameda,CA,,37.770563,-122.264779,"37.770563,-122.264779",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.439616,-122.186373,"37.439616,-122.186373","San Francisco-Oakland-Berkeley, CA",United States,Woman,TRUE
224,Bachelor's Degree,Between 1 and 3 years,Designer,Employed - Full time,75000,80000,USD,"$75,000","$80,000",FALSE,,USD,,107.5,107.5,"$69,767","$74,419",FALSE,,75000,73000,,,,,,,,TRUE,5000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,USA,Minneapolis,MN,,44.9778,-93.265,"44.9778,-93.265",,"Minneapolis-St. Paul-Bloomington, MN-WI",United States,FALSE,USA,,44.8041,-93.1669,"44.8041,-93.1669","Minneapolis-St. Paul-Bloomington, MN-WI",United States,Man,FALSE
225,Master's Degree,,UX Research Lead,Employed - Full time,212500,212500,USD,"$212,500","$212,500",FALSE,,USD,,,,"$212,500","$212,500",TRUE,630000,212500,210000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,San Carlos,CA,,37.496461,-122.272556,"37.496461,-122.272556",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Woman,FALSE
226,Master's Degree,More than 10 years,UX Research Lead,Employed - Full time,165000,165000,USD,"$165,000","$165,000",FALSE,,USD,,109.7,109.7,"$150,410","$150,410",FALSE,,165000,137000,,,,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Public Services,Utilities & Public Services,2 to 4,USA,Baltimore,Maryland,,39.296536,-76.623489,"39.296536,-76.623489",,"Baltimore-Columbia-Towson, MD",United States,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Woman,FALSE
228,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,195000,215000,USD,"$195,000","$215,000",FALSE,,USD,,,,"$195,000","$215,000",FALSE,,195000,100000,,,,,,,,TRUE,20000,Agency,Agency,Media,Media,10 to 14,USA,san francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,38.911936,-77.016719,"38.911936,-77.016719","Washington-Arlington-Alexandria, DC-VA-MD-WV",United States,Man,TRUE
231,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,158000,158000,USD,"$158,000","$158,000",FALSE,,USD,,,,"$158,000","$158,000",FALSE,,158000,90000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,USA,,,TRUE,37.0902,-95.7129,"37.0902,-95.7129",TRUE,"Coffeyville, KS",United States,FALSE,USA,,40.750422,-73.996328,"40.750422,-73.996328","New York-Newark-Jersey City, NY-NJ-PA",United States,Woman,TRUE
232,Master's Degree,More than 10 years,UX Research Manager,Employed - Full time,210000,210000,USD,"$210,000","$210,000",FALSE,,USD,,,,"$210,000","$210,000",TRUE,0,210000,205000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Finance,Finance & Insurance,1,USA,Redwood city,CA,,37.381144,-122.334825,"37.381144,-122.334825",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.444122,-122.149915,"37.444122,-122.149915","San Jose-Sunnyvale-Santa Clara, CA",United States,Woman,FALSE
234,Bachelor's Degree,Between 1 and 3 years,Design Researcher,Employed - Full time,48000,48000,USD,"$48,000","$48,000",FALSE,,USD,,102,102,"$47,059","$47,059",FALSE,,48000,35000,,,,,,,,FALSE,,Non-profit organization,Non-Profit,Social Innovation,Administrative & Support Services,2 to 4,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,FALSE,USA,,40.750422,-73.996328,"40.750422,-73.996328","New York-Newark-Jersey City, NY-NJ-PA",United States,Man,TRUE
235,Master's Degree,Between 6 and 10 years,Principal Researcher,Employed - Full time,130000,130000,USD,"$130,000","$130,000",FALSE,,USD,,123.8,123.8,"$105,008","$105,008",,,130000,125000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Social Innovation,Administrative & Support Services,2 to 4,USA,Fairfax,VA,,38.853231,-77.305097,"38.853231,-77.305097",,"Washington-Arlington-Alexandria, DC-VA-MD-WV",United States,FALSE,USA,,32.780326,-79.940844,"32.780326,-79.940844","Charleston-North Charleston, SC",United States,Woman,TRUE
236,Postgraduate,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,135000,135000,USD,"$135,000","$135,000",FALSE,,USD,,102,102,"$132,353","$132,353",FALSE,,135000,93000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Travel,Leisure & Hospitality,2 to 4,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,FALSE,USA,,47.432251,-121.803388,"47.432251,-121.803388","Seattle-Tacoma-Bellevue, WA",United States,Woman,TRUE
237,Bachelor's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,118000,136000,USD,"$118,000","$136,000",FALSE,,USD,,,,"$118,000","$136,000",FALSE,,118000,110000,,,,,,,,TRUE,18000,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,15+,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.381144,-122.334825,"37.381144,-122.334825","San Francisco-Oakland-Berkeley, CA",United States,Man,FALSE
238,Bachelor's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,121000,121000,USD,"$121,000","$121,000",FALSE,,USD,,102.6,102.6,"$117,934","$117,934",FALSE,,121000,119000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,5 to 9,USA,St. Petersburg,FL,,27.775654,-82.64092,"27.775654,-82.64092",,"Tampa-St. Petersburg-Clearwater, FL",United States,FALSE,USA,,33.456412,-86.801904,"33.456412,-86.801904","Birmingham-Hoover, AL",United States,Woman,TRUE
239,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,135000,155000,USD,"$135,000","$155,000",FALSE,,USD,,129.3,129.3,"$104,408","$119,876",TRUE,30000,135000,121000,,,,,,,,TRUE,20000,Large Enterprise (201+),Large Enterprise (201+),Adtech,Advertising,15+,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,FALSE,USA,,30.326374,-97.771258,"30.326374,-97.771258","Austin-Round Rock-Georgetown, TX",United States,Woman,FALSE
241,Bachelor's Degree,Between 1 and 3 years,Design Researcher,Employed - Contractor,100000,100000,USD,"$100,000","$100,000",TRUE,50,USD,,107.7,107.7,"$92,851","$92,851",FALSE,,100000,50000,,,,,,,,FALSE,,Agency,Agency,Social Innovation,Administrative & Support Services,2 to 4,USA,Austin,TX,,30.326374,-97.771258,"30.326374,-97.771258",,"Austin-Round Rock-Georgetown, TX",United States,FALSE,USA,,33.973951,-118.248405,"33.973951,-118.248405","Los Angeles-Long Beach-Anaheim, CA",United States,Woman,TRUE
242,Bachelor's Degree,Between 6 and 10 years,Director of UX,Employed - Full time,150000,164000,USD,"$150,000","$164,000",FALSE,,USD,,102.6,102.6,"$146,199","$159,844",TRUE,25000,150000,142000,,,,,,,,TRUE,14000,Consultancy (5000+ employees),Large Enterprise (201+),Consulting,Professional & Business Services,15+,USA,Ludlow,VT,,43.376744,-72.706913,"43.376744,-72.706913",,"Lebanon, NH-VT",United States,FALSE,USA,,41.78007,-72.677099,"41.78007,-72.677099","Hartford-East Hartford-Middletown, CT",United States,Man,TRUE
245,Master's Degree,More than 10 years,Senior UX Researcher,Employed - Full time,119000,132000,USD,"$119,000","$132,000",FALSE,,USD,,102,102,"$116,667","$129,412",FALSE,,119000,110000,,,,,,,,TRUE,13000,Large Enterprise (201+),Large Enterprise (201+),Pharmaceuticals,Pharmaceuticals,2 to 4,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,FALSE,USA,,42.049148,-87.702155,"42.049148,-87.702155","Chicago-Naperville-Elgin, IL-IN-WI",United States,Woman,TRUE
246,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,150000,157500,USD,"$150,000","$157,500",FALSE,,USD,,,,"$150,000","$157,500",TRUE,175000,150000,135000,,,,,,,,TRUE,7500,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,USA,Oakland,CA,,37.786027,-122.223779,"37.786027,-122.223779",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Woman,TRUE
247,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,125000,143750,USD,"$125,000","$143,750",FALSE,,USD,,,,"$125,000","$143,750",TRUE,100000,125000,120000,,,,,,,,TRUE,18750,Large Enterprise (201+),Large Enterprise (201+),Consumer Electronics,Retail,15+,USA,San Carlos,CA,,37.496461,-122.272556,"37.496461,-122.272556",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,TRUE,37.0902,-95.7129,"37.0902,-95.7129","Coffeyville, KS",United States,Man,TRUE
250,Bachelor's Degree,Less than 1 year,UX Researcher,Employed - Full time,70000,70500,USD,"$70,000","$70,500",FALSE,,USD,,131,131,"$53,435","$53,817",FALSE,,70000,0,,,,,,,,TRUE,500,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Social Media,"Arts, Entertainment, and Recreation",1,USA,Brooklyn,NY,,40.645099,-73.945032,"40.645099,-73.945032",,"New York-Newark-Jersey City, NY-NJ-PA",United States,FALSE,USA,,40.750422,-73.996328,"40.750422,-73.996328","New York-Newark-Jersey City, NY-NJ-PA",United States,Woman,TRUE
251,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,135000,148500,USD,"$135,000","$148,500",FALSE,,USD,,,,"$135,000","$148,500",TRUE,126000,135000,128000,,,,,,,,TRUE,13500,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,1,USA,Fremont,CA,,37.565285,-121.982721,"37.565285,-121.982721",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.189396,-121.705327,"37.189396,-121.705327","San Jose-Sunnyvale-Santa Clara, CA",United States,Man,TRUE
252,Bachelor's Degree,More than 10 years,UX Research Manager,Employed - Full time,150000,165000,USD,"$150,000","$165,000",FALSE,,USD,,103.3,103.3,"$145,208","$159,729",FALSE,,150000,130000,,,,,,,,TRUE,15000,Agency,Agency,Finance,Finance & Insurance,15+,USA,Ithaca,NY,,42.402794,-76.483999,"42.402794,-76.483999",,"Ithaca, NY",United States,FALSE,USA,,40.750422,-73.996328,"40.750422,-73.996328","New York-Newark-Jersey City, NY-NJ-PA",United States,Genderqueer,TRUE
253,Bachelor's Degree,Between 6 and 10 years,Principal Researcher,Employed - Contractor,60000,60000,USD,"$60,000","$60,000",TRUE,120,USD,,102,102,"$58,824","$58,824",FALSE,,60000,120000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Food/Grocery,Retail,5 to 9,USA,Chicago,IL,,41.88531,-87.62213,"41.88531,-87.62213",,"Chicago-Naperville-Elgin, IL-IN-WI",United States,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Woman,TRUE
254,Some post-graduate work,Between 3 and 6 years,UX Researcher,Employed - Full time,123000,153000,USD,"$123,000","$153,000",FALSE,,USD,,,,"$123,000","$153,000",TRUE,20000,123000,120000,,,,,,,,TRUE,30000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.189396,-121.705327,"37.189396,-121.705327","San Jose-Sunnyvale-Santa Clara, CA",United States,Woman,TRUE
255,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,UX Researcher,Employed - Full time,110000,121000,USD,"$110,000","$121,000",FALSE,,USD,,106,106,"$103,774","$114,151",FALSE,,110000,98000,,,,,,,,TRUE,11000,Agency,Agency,Social Media,"Arts, Entertainment, and Recreation",15+,USA,Fresno,CA,,36.8411,-119.801015,"36.8411,-119.801015",,"Fresno, CA",United States,FALSE,USA,TRUE,37.0902,-95.7129,"37.0902,-95.7129","Coffeyville, KS",United States,Man,TRUE
256,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,87000,87000,USD,"$87,000","$87,000",TRUE,42,USD,,129.3,129.3,"$67,285","$67,285",FALSE,,87000,87000,,,,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Consulting,Professional & Business Services,2 to 4,USA,Seattle,WA,,47.432251,-121.803388,"47.432251,-121.803388",,"Seattle-Tacoma-Bellevue, WA",United States,FALSE,USA,,47.432251,-121.803388,"47.432251,-121.803388","Seattle-Tacoma-Bellevue, WA",United States,Man,TRUE
257,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Contractor,100000,100000,USD,"$100,000","$100,000",TRUE,70,USD,,123.8,123.8,"$80,775","$80,775",FALSE,,100000,94000,,,,,,,,FALSE,,Non-profit organization,Non-Profit,Healthcare,Healthcare & Wellness and Wellness,2 to 4,USA,Washington,DC,,38.911936,-77.016719,"38.911936,-77.016719",,"Washington-Arlington-Alexandria, DC-VA-MD-WV",United States,FALSE,USA,TRUE,37.0902,-95.7129,"37.0902,-95.7129","Coffeyville, KS",United States,Woman,TRUE
258,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,115000,137000,USD,"$115,000","$137,000",FALSE,,USD,,,,"$115,000","$137,000",FALSE,,115000,115000,,,,,,,,TRUE,22000,Large Enterprise (201+),Large Enterprise (201+),Social Media,"Arts, Entertainment, and Recreation",15+,USA,San Francisco,CA,,37.776646,-122.417481,"37.776646,-122.417481",,"San Francisco-Oakland-Berkeley, CA",United States,FALSE,USA,,37.439616,-122.186373,"37.439616,-122.186373","San Francisco-Oakland-Berkeley, CA",United States,Woman,TRUE
